sortedBenchmark
185,-12875882
270,106044500
3961,173206896
124156,42252793
1877000,64658482
25718066,42364687

forBenchmark
99,76294538
648,217526196
5578,326122757
58151,372967508
693308,355676352
12077276,339266200

