mapBenchmark
548,-15318400
631,153643805
5157,259968873
48176,299364682
477278,311807955
5026072,308004850

forBenchmark
92,83760146
561,218250927
4950,308665839
48430,352521350
477952,362912856
4918487,353528970

