mapBenchmark
195,-15812334
788,161205298
5170,265451495
48716,303887481
484699,317012465
5015454,313602363

forBenchmark
139,60378688
566,213429032
4881,342304584
46792,377604465
462578,387099139
4772467,372667332

