forEachBenchmark
225,-17098997
567,130828372
4841,214002847
46219,248548116
453074,262476007
4689149,273653400

forBenchmark
133,49562850
596,162409827
4854,285870850
46611,317485351
465097,327074538
4721563,322230577

